Week,Month,Date,Store Name,Store ID,City,Operation Time,Peak Time,Completed Orders,Failed Orders,Net Revenue,Gross Revenue,Expenses,Customer Actual Price Payed,Average Actual Price Payed,Average Revenue,Products Total Price,Package Revenue,Self-Delivery Fee,Other Revenues,Comission,Promotion Subsidies Total,Voucher Subsidies,Delivery Subsidies,AI Spend-Save Subsidy,AI Service Fee,Basic Logistic Fee,Other Service Fees,Store Canceled Orders,Clicks,Visitors,Order Conversion Rate,New Customer Conversion Rate,Returners Conversion Rate,Participating Promotions,Promotions Number in orders,Promotions per order,Spend Save Promotion Count,Super User promotion count,Delivery promotion count,Input/Output Ratio,Total Subsidy,Eleme Subsidy,Third-party subsidy,Store Subsidy (Total),Store Subsidy(Not Incl. Spend Save),Promotion Rate (Total),Promotion Rate (Not incl. spend save),Order Count,Repurchase Count,Repurchase Rate,New Customer Count,Returners Count,Active Product Count,Purchased Products Count,86 Product Count,New Products Count,Promotional Product Count,Negative Revew Product Count,Complaint Order Count,Complaint Order ID,Overtime Order Count,Overtime Order ID,Pushed Order Count,Refused Orders Count
24,6,2021-06-20,6 Gubei,170435679,上海,12小时1分,5小时0分,35,0,2445.04,3311.5,866.46,2983.4,85.24,69.86,3206.0,105.5,0.0,0.0,536.66,84.8,44.0,91.0,110.0,0.0,0.0,0.0,0,138,109,0.3211,0.1111,0.7297,8,35,1.0,31,11,31,9.05,583.8,254.0,0.0,329.8,170.8,0.09,0.16,35,0,0.0,8,27,125,30,0,3,38,0,0,,3,"5028987991760904675,5029010222503372259,5029034351394734307",0,0
24,6,2021-06-20,5 TS,170483226,上海,11小时49分,4小时50分,28,0,1656.12,2300.5,644.38,2065.0,73.75,59.15,2225.0,75.5,0.0,0.0,389.48,77.1,36.0,72.8,65.0,0.0,0.0,4.0,0,134,104,0.2692,0.1,0.6176,5,28,1.0,24,9,23,8.23,430.5,179.6,0.0,250.9,148.9,0.1,0.2,28,0,0.0,7,21,165,26,0,2,33,0,0,,1,5028985473047954732,0,0
24,6,2021-06-20,7 Magnolia,2000261656,上海,10小时40分,4小时30分,34,0,2207.08,3070.5,863.42,2696.4,79.31,64.91,2975.0,95.5,0.0,0.0,518.12,127.4,24.0,88.4,104.0,0.0,0.0,1.5,0,124,89,0.3708,0.2203,0.6667,6,34,1.0,26,6,32,7.84,589.8,246.0,0.0,343.8,200.8,0.1,0.12,33,0,0.0,13,20,101,33,0,4,31,0,0,,3,"5029033404471909762,5029060520462556290,5028990387899855234",0,0
24,6,2021-06-20,2 Fengxian,440866,上海,12小时1分,5小时0分,37,0,2686.95,3714.0,1027.05,3345.7,90.42,72.62,3595.0,119.0,0.0,0.0,632.85,174.0,24.0,96.2,90.0,0.0,0.0,10.0,0,141,111,0.3333,0.1833,0.5098,10,37,1.0,30,6,29,8.71,616.2,232.0,0.0,384.2,215.2,0.1,0.17,37,0,0.0,11,26,156,37,4,5,41,0,0,,0,,0,0
24,6,2021-06-20,8 Julu,500151743,上海,12小时1分,5小时0分,28,0,1650.67,2320.5,669.83,1976.1,70.58,58.95,2247.0,73.5,0.0,0.0,362.53,116.0,32.0,72.8,85.5,0.0,0.0,1.0,0,111,89,0.3146,0.1429,0.6061,8,28,1.0,24,8,26,6.45,510.0,203.7,0.0,306.3,144.8,0.12,0.14,28,0,0.0,8,20,127,22,0,5,39,0,0,,3,"5029050807754807584,5029050825295348000,5029051132201003296",0,0
24,6,2021-06-20,QD 1,501475047,青岛,11小时1分,5小时0分,10,0,660.24,885.0,224.76,811.5,81.15,66.02,870.0,15.0,0.0,0.0,125.76,61.0,18.0,20.0,0.0,0.0,0.0,0.0,0,158,126,0.0714,0.0263,0.5,6,10,1.0,3,4,10,8.2,110.0,11.0,0.0,99.0,88.0,0.11,0.13,9,0,0.0,3,6,123,12,0,2,33,0,0,,0,,0,0
24,6,2021-06-20,9 CS,501879439,上海,12小时1分,5小时0分,17,0,1014.42,1406.5,392.08,1294.5,76.15,59.67,1362.0,44.5,0.0,0.0,222.68,95.0,24.0,34.0,16.4,0.0,0.0,0.0,0,165,144,0.1181,0.048,0.5789,8,17,1.0,5,6,17,7.64,204.0,34.6,0.0,169.4,114.0,0.11,0.11,17,0,0.0,6,11,77,19,0,1,39,0,0,,0,,0,0
24,6,2021-06-20,10 CX,502017105,上海,12小时1分,5小时0分,21,0,1356.99,1908.0,551.01,1645.9,78.38,64.62,1845.0,63.0,0.0,0.0,297.81,132.0,32.0,54.6,34.6,0.0,0.0,0.0,0,226,179,0.1117,0.0602,0.7692,8,21,1.0,19,8,21,6.5,388.1,134.9,0.0,253.2,138.6,0.12,0.21,20,0,0.0,10,10,72,20,0,3,39,0,0,,3,"5029019985182034405,5029025012801922533,5028988492426688997",0,0
24,6,2021-06-20,4 Zunyi,777435,上海,12小时1分,5小时0分,34,0,1931.06,2714.5,783.44,2361.7,69.46,56.8,2633.0,81.5,0.0,0.0,429.04,132.0,52.0,88.4,80.5,0.0,0.0,1.5,0,209,148,0.223,0.0722,0.5098,8,34,1.0,22,13,25,6.69,576.0,223.1,0.0,352.9,250.4,0.12,0.17,33,0,0.0,7,26,135,27,5,3,39,0,0,,4,"5029052090381494583,5029054094461822263,5029056514088638775,5028994739682965815",0,0
24,6,2021-06-20,3 Pudong,927104,上海,12小时1分,5小时0分,52,0,3238.11,4526.5,1288.39,3929.6,75.57,62.27,4383.0,143.5,0.0,0.0,710.89,188.3,96.0,135.2,157.0,0.0,0.0,1.0,0,296,218,0.2385,0.1227,0.5818,9,52,1.0,43,24,31,6.82,1004.7,428.2,0.0,576.5,352.5,0.12,0.2,52,0,0.0,20,32,170,27,8,3,38,0,0,,2,"5029043766281858365,5029050637801602365",0,0
